id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,id_player,GK,S,M,D,F
356_14-15_bundesliga,Alexander Meier,26,2209,19,15.395941108465195,2,1.2686937591060996,80,22,0,0,F M S,Eintracht Frankfurt,16,12.36483433842659,12.408789467066526,1.9156581219285729,356,0,1,1,0,1
227_14-15_bundesliga,Robert Lewandowski,31,2493,17,17.72218335047364,5,4.644012805074453,104,32,0,0,F M S,Bayern Munich,16,16.96440664306283,23.31542954593897,4.924822298809887,227,0,1,1,0,1
392_14-15_bundesliga,Arjen Robben,21,1681,17,10.364112377166748,7,7.505969855934381,88,50,0,0,D F M S,Bayern Munich,15,8.848720371723177,20.820983182638887,8.605793077498674,392,0,1,1,1,1
158_14-15_bundesliga,Bas Dost,21,1532,16,11.341977171599865,4,2.6591864526271816,43,15,1,0,F S,Wolfsburg,16,11.341977171599865,15.911891400814055,2.5383058693259954,158,0,1,0,0,1
318_14-15_bundesliga,Pierre-Emerick Aubameyang,33,2724,16,15.39676003716886,6,6.378020296804607,102,46,4,0,F M S,Borussia Dortmund,14,13.881206726655366,20.85272805951536,2.5126496041193604,318,0,1,1,0,1
224_14-15_bundesliga,Thomas Müller,32,2382,13,14.078099107369779,10,6.459182882681488,83,40,1,0,F M S,Bayern Munich,10,11.804769014939664,23.158116556704048,6.3404814545065165,224,0,1,1,0,1
341_14-15_bundesliga,Franco Di Santo,26,2301,13,9.417811661958693,2,1.789213925600052,54,24,8,0,F,Werder Bremen,10,6.386785261332989,9.53252488002181,2.3856413885951038,341,0,0,0,0,1
186_14-15_bundesliga,Karim Bellarabi,33,2731,12,10.108170365914704,6,4.981079136952758,104,45,5,0,F M S,Bayer Leverkusen,12,10.108170365914704,18.117623148486015,5.559335274621844,186,0,1,1,0,1
210_14-15_bundesliga,Raffael,31,2386,12,10.890814747661352,2,4.342748397961259,67,42,1,0,F M S,Borussia M.Gladbach,12,10.890814747661352,20.307476133108143,8.150455221533775,210,0,1,1,0,1
754_14-15_bundesliga,Shinji Okazaki,32,2787,12,9.832703720778227,3,3.273493112064898,59,26,4,0,F S,Mainz 05,12,9.832703720778227,12.567015416920185,2.3566635400056843,754,0,1,0,0,1
155_14-15_bundesliga,Max Kruse,32,2586,11,11.078691450878976,9,8.653631360270081,65,77,2,0,F S,Borussia M.Gladbach,8,8.805361384525895,21.175484623759985,9.910090547055006,155,0,1,0,0,1
420_14-15_bundesliga,Patrick Herrmann,32,2214,11,9.38436054252088,4,5.13144039735198,50,34,5,0,F M S,Borussia M.Gladbach,11,9.38436054252088,16.353563491255045,6.5801688553765425,420,0,1,1,0,1
453_14-15_bundesliga,Son Heung-Min,30,2305,11,5.3363220766186705,2,2.734232461079955,63,39,4,0,M S,Bayer Leverkusen,11,5.3363220766186705,10.994488790631292,5.067231614142656,453,0,1,1,0,0
119_14-15_bundesliga,Anthony Ujah,32,2357,10,7.9484022771939635,3,4.075046567246319,59,33,2,0,F S,FC Cologne,10,7.9484022771939635,12.668220597319305,3.0468336362391715,119,0,1,0,0,1
208_14-15_bundesliga,Lars Stindl,21,1798,10,6.093046851456165,3,3.359395724255592,51,33,7,1,M S,Hannover 96,9,5.3352701514959335,9.146012026816608,3.936733907088637,208,0,1,1,0,0
273_14-15_bundesliga,Raúl Bobadilla,32,2629,10,10.460197108797727,2,2.753971072845161,83,41,4,1,F M S,Augsburg,10,10.460197108797727,11.916068007238211,2.5326397139579058,273,0,1,1,0,1
291_14-15_bundesliga,Haris Seferovic,32,2855,10,9.434240296483038,5,5.471468250267208,94,34,8,1,F M,Eintracht Frankfurt,10,9.434240296483038,16.650211259722713,6.137011860497296,291,0,0,1,0,1
447_14-15_bundesliga,Kevin De Bruyne,34,3052,10,7.724068749696016,20,14.308946477249265,96,112,3,0,F M,Wolfsburg,10,7.724068749696016,29.501689936965704,13.275837222114205,447,0,0,1,0,1
190_14-15_bundesliga,Stefan Kießling,34,2583,9,10.359313758090137,4,2.71100805234164,56,35,4,0,F S,Bayer Leverkusen,9,10.359313758090137,13.720595912076533,3.6521135848015542,190,0,1,0,0,1
288_14-15_bundesliga,Stefan Aigner,28,2094,9,7.044449065811932,0,1.952588954009116,43,28,8,0,M S,Eintracht Frankfurt,9,7.044449065811932,10.180803447961805,3.5457278955727816,288,0,1,1,0,0
339_14-15_bundesliga,Eric Maxim Choupo-Moting,31,2559,9,7.072093487717211,6,4.776006793603301,68,36,0,0,F M S,Schalke 04,7,4.798763417638837,10.41534492187202,4.1288385447114715,339,0,1,1,0,1
340_14-15_bundesliga,Klaas-Jan Huntelaar,28,2439,9,10.226353514939547,3,2.183024755679071,74,29,5,1,F S,Schalke 04,9,10.226353514939547,13.090867407619953,3.1366674043238163,340,0,1,0,0,1
407_14-15_bundesliga,Martin Harnik,28,2247,9,9.138765726238491,2,2.7014923244714737,52,18,1,2,F M S,VfB Stuttgart,9,9.138765726238491,11.594803616404533,2.3804224468767643,407,0,1,1,0,1
422_14-15_bundesliga,Mario Götze,32,2248,9,7.594284487888218,2,4.919819463044405,60,44,1,0,F M S,Bayern Munich,9,7.594284487888218,16.83544751442969,7.7918339893221855,422,0,1,1,0,1
4248_14-15_bundesliga,Nils Petersen,19,720,9,7.257393874228001,2,1.4266801923513412,23,12,0,0,F S,"Freiburg,Werder Bremen",8,6.4996171966195115,8.11552450619638,0.6233998322859406,4248,0,1,0,0,1
4280_14-15_bundesliga,Davie Selke,30,1993,9,8.066066710278394,3,1.9156102268025281,43,20,4,0,F M S,Werder Bremen,9,8.066066710278394,8.47933347709477,0.7151705175638199,4280,0,1,1,0,1
83_14-15_bundesliga,Kevin Volland,32,2674,8,5.710136819630861,5,5.175809207372367,84,46,6,0,F M S,Hoffenheim,8,5.710136819630861,14.622143365442753,5.201547811739147,83,0,1,1,0,1
189_14-15_bundesliga,Hakan Calhanoglu,33,2528,8,5.910272120498121,6,5.445561430417001,105,73,3,0,F M S,Bayer Leverkusen,8,5.1524954652413735,12.050513446331026,6.4762706039473406,189,0,1,1,0,1
397_14-15_bundesliga,Tobias Werner,31,2640,8,7.222863687202334,4,4.980150826275349,67,52,8,0,M S,Augsburg,8,6.4650870095938435,10.419747173786165,2.1807622592896223,397,0,1,1,0,0
866_14-15_bundesliga,Joselu,30,2477,8,10.101106397807598,3,3.6081219073385,79,17,4,0,F S,Hannover 96,7,8.585553087294103,12.949543688446285,3.7573577100411057,866,0,1,0,0,1
137_14-15_bundesliga,Anthony Modeste,26,1303,7,8.161451147403566,1,0.34144468791782856,58,10,2,0,F S,Hoffenheim,7,8.161451147403566,8.586867660284044,1.175187300890684,137,0,1,0,0,1
147_14-15_bundesliga,Naldo,32,2880,7,2.8497374700382347,2,2.206445014104247,50,11,5,0,D,Wolfsburg,7,2.8497374700382347,7.731553826481104,7.400898102670907,147,0,0,0,1,0
157_14-15_bundesliga,Daniel Caligiuri,28,1651,7,4.814294621348381,3,3.1188066340982914,38,27,1,0,M S,Wolfsburg,7,4.814294621348381,12.534759195521474,5.796651085838676,157,0,1,1,0,0
303_14-15_bundesliga,Ivica Olic,30,2271,7,4.837381437420844,0,1.7269690614193678,48,22,3,0,F M S,"Hamburger SV,Wolfsburg",7,4.837381437420844,7.817597716115415,2.9255723049864173,303,0,1,1,0,1
319_14-15_bundesliga,Marco Reus,20,1574,7,7.951785370707513,5,5.261479150503874,65,49,1,0,F M S,Borussia Dortmund,7,7.951785370707513,15.548376187682152,5.912268990650773,319,0,1,1,0,1
426_14-15_bundesliga,Daniel Ginczek,18,1250,7,8.644815228879452,2,2.334586627781391,34,22,3,0,F S,VfB Stuttgart,7,8.644815228879452,10.095301900058985,1.0377907408401372,426,0,1,0,0,1
482_14-15_bundesliga,Roberto Firmino,33,2921,7,9.122118352912368,10,8.999858710914848,95,68,5,0,F M,Hoffenheim,7,9.122118352912368,18.75160696636885,4.471247723326087,482,0,0,1,0,1
2633_14-15_bundesliga,Julian Schieber,16,1284,7,4.557993419468404,0,0.6480455780401826,27,10,1,0,F M S,Hertha Berlin,7,4.557993419468404,5.068353395909072,0.3816825561225414,2633,0,1,1,0,1
26_14-15_bundesliga,Salomon Kalou,27,1858,6,7.261833963915706,0,1.856373343616724,49,18,2,0,F M S,Hertha Berlin,4,5.746280608698727,9.535777204670012,2.3104098821058865,26,0,1,1,0,1
27_14-15_bundesliga,Vladimir Darida,31,2422,6,6.005599203519522,1,2.047907426953316,49,24,3,1,F M S,Freiburg,1,1.4591005211696029,7.473123544827104,4.714333549141884,27,0,1,1,0,1
45_14-15_bundesliga,Yunus Malli,31,2186,6,5.14657947048545,4,3.9586449544876814,47,31,2,0,F M S,Mainz 05,6,5.14657947048545,11.395920224487783,4.077945787459612,45,0,1,1,0,1
209_14-15_bundesliga,Josip Drmic,25,775,6,3.745550673455,1,0.6070148171856999,21,8,1,0,F S,Bayer Leverkusen,6,3.745550673455,4.917570274323224,0.7641914039850235,209,0,1,0,0,1
248_14-15_bundesliga,Elias Kachunga,32,2224,6,7.732160972431303,1,0.6422292459756136,55,21,4,0,F S,Paderborn,6,7.732160972431303,8.226149942725899,2.2039120346307755,248,0,1,0,0,1
264_14-15_bundesliga,Paul Verhaegh,27,2339,6,5.617853836156428,1,2.104887108318508,20,15,4,1,D,Augsburg,0,0.3134974529966712,5.0400938149541625,3.191168366931379,264,0,0,0,1,0
301_14-15_bundesliga,Zlatko Junuzovic,33,2901,6,3.848328873515129,12,8.332125443033874,61,77,6,0,M S,Werder Bremen,6,3.848328873515129,9.288032222539185,5.760268631391227,301,0,1,1,0,0
308_14-15_bundesliga,Ricardo Rodríguez,26,2295,6,3.2845638133585453,4,4.228737972676754,33,54,2,0,D,Wolfsburg,3,1.0112337954342363,9.936141543090343,7.2589075695723295,308,0,0,0,1,0
60_14-15_bundesliga,Christian Gentner,33,2941,5,4.558577951043843,3,5.2775432374328375,44,40,6,0,M,VfB Stuttgart,5,4.558577951043843,12.742471212521195,6.960417442955077,60,0,0,1,0,0
86_14-15_bundesliga,Eugen Polanski,30,2546,5,2.758483398705721,0,1.0933224037289622,38,15,7,0,M S,Hoffenheim,3,1.2429300099611282,8.713921861723065,7.090634372085332,86,0,1,1,0,0
132_14-15_bundesliga,Matthias Lehmann,32,2848,5,3.854565073736012,1,1.4760553576052189,25,29,9,0,M,FC Cologne,1,0.8234583558514714,6.3836022075265655,5.546306755393744,132,0,0,1,0,0
134_14-15_bundesliga,Marcel Risse,29,2266,5,2.711915954947472,3,3.918101328425109,60,31,3,0,M S,FC Cologne,5,2.711915954947472,8.114049158059059,2.2339656548574567,134,0,1,1,0,0
271_14-15_bundesliga,Ja-Cheol Koo,23,1489,5,5.814658978022635,1,1.2292218338698149,34,14,3,0,M S,Mainz 05,2,3.541328922845423,7.1383102871477595,3.5569338761270046,271,0,1,1,0,0
321_14-15_bundesliga,Shinji Kagawa,28,1883,5,5.0519444551318875,5,3.917682643979788,38,49,2,0,M S,Borussia Dortmund,5,5.0519444551318875,14.911291249096394,7.45311975479126,321,0,1,1,0,0
329_14-15_bundesliga,Franck Ribéry,15,958,5,2.0826538316905503,7,3.7640130072832103,22,29,2,0,F M S,Bayern Munich,5,2.0826538316905503,8.992035500705242,5.384166453033687,329,0,1,1,0,1
338_14-15_bundesliga,Max Meyer,28,1861,5,2.838690111413598,1,2.2112754620611668,32,30,0,0,M S,Schalke 04,5,2.838690111413598,6.83182598464191,2.4116304125636816,338,0,1,1,0,0
396_14-15_bundesliga,Hiroshi Kiyotake,32,2541,5,2.697580000385642,5,5.580107510089874,33,69,2,0,M S,Hannover 96,5,2.697580000385642,10.756410073488949,6.321278151124716,396,0,1,1,0,0
448_14-15_bundesliga,Ivan Perisic,24,1739,5,6.088268239051104,4,4.926387452520429,43,26,4,0,M S,Wolfsburg,5,5.330491561442613,10.723390400409697,4.8904731534421435,448,0,1,1,0,0
907_14-15_bundesliga,Bastian Schweinsteiger,20,1361,5,2.1745135076344013,4,2.2190826255828138,29,31,4,0,M S,Bayern Munich,5,2.1745135076344013,7.0167625322937965,4.26438058540225,907,0,1,1,0,0
36_14-15_bundesliga,Roy Beerens,27,2078,4,2.698116360232234,1,1.63964725099504,27,21,2,0,M S,Hertha Berlin,4,2.698116360232234,5.420404476113617,1.861295179463923,36,0,1,1,0,0
62_14-15_bundesliga,Lukas Rupp,31,2010,4,2.5873669274151325,1,2.2077020849101245,32,30,3,0,F M S,Paderborn,4,2.5873669274151325,6.888413705863059,2.8806386226788163,62,0,1,1,0,1
78_14-15_bundesliga,Tarik Elyounoussi,25,1490,4,4.818949796259403,1,1.7611751295626163,25,23,1,0,M S,Hoffenheim,4,4.818949796259403,7.924563763663173,1.978265506215393,78,0,1,1,0,0
81_14-15_bundesliga,Jonathan Schmid,33,2826,4,5.148356858640909,8,6.2213472593575725,60,64,2,0,F M S,Freiburg,4,5.148356858640909,9.149544902145864,3.1016957946121693,81,0,1,1,0,1
90_14-15_bundesliga,Sebastian Rudy,29,2246,4,2.9709965875372286,3,3.396340073551982,23,45,9,0,D M S,Hoffenheim,4,2.213219883851707,6.726347478106617,4.662760077044369,90,0,1,1,1,0
115_14-15_bundesliga,Fin Bartels,29,2420,4,3.9003814766183496,4,4.014332853257656,46,30,5,0,F M S,Werder Bremen,4,3.9003814766183496,9.686122984625401,2.96614371240139,115,0,1,1,0,1
153_14-15_bundesliga,Maximilian Arnold,27,1668,4,3.5824039140716195,2,2.1666134987026453,34,24,8,0,M S,Wolfsburg,4,3.5824039140716195,8.82803207449615,4.046527740545572,153,0,1,1,0,0
173_14-15_bundesliga,Pierre-Michel Lasogga,26,1862,4,5.359030761756003,0,2.131043825298548,66,14,2,0,F S,Hamburger SV,4,5.359030761756003,7.976528168655933,1.3819412756711245,173,0,1,0,0,1
194_14-15_bundesliga,Admir Mehmedi,28,2254,4,5.144820814020932,1,1.5700526498258114,51,29,3,0,F M S,Freiburg,4,4.387044136412442,8.266530217602849,4.162097551859915,194,0,1,1,0,1
261_14-15_bundesliga,Julian Brandt,25,1095,4,2.015580028295517,2,2.4578241705894466,20,25,0,0,M S,Bayer Leverkusen,4,2.015580028295517,7.02809898275882,3.9590243976563215,261,0,1,1,0,0
300_14-15_bundesliga,Daniel Didavi,11,742,4,2.7108106408268213,0,0.6329342257231474,32,11,3,0,F M S,VfB Stuttgart,4,2.7108106408268213,3.0397948808968067,1.2882695877924562,300,0,1,1,0,1
336_14-15_bundesliga,Johannes Geis,34,2969,4,3.436212070286274,3,4.470460117794573,78,74,4,0,M S,Mainz 05,3,2.678435383364558,8.211827050894499,7.32412332855165,336,0,1,1,0,0
360_14-15_bundesliga,Ádám Szalai,26,1311,4,4.614540955051781,4,3.445117589086294,36,24,2,1,F S,Hoffenheim,4,4.614540955051781,6.840384162962438,1.4664690531790257,360,0,1,0,0,1
2153_14-15_bundesliga,Rafael van der Vaart,24,1653,4,4.405370825901628,1,1.8889533895999195,33,30,10,0,M S,Hamburger SV,1,2.1320407632738347,3.9209234034642577,1.9249622877687216,2153,0,1,1,0,0
2648_14-15_bundesliga,Änis Ben-Hatira,15,838,4,3.2442672625184064,4,2.6040576528757806,23,13,3,0,M S,Hertha Berlin,4,3.2442672625184064,4.869771122932433,0.2461982201784849,2648,0,1,1,0,0
4246_14-15_bundesliga,Mike Frantz,25,1191,4,3.493234507739544,1,1.234888032078743,23,12,3,0,F M S,Freiburg,4,3.493234507739544,5.093011977151036,1.4539168942719698,4246,0,1,1,0,1
4273_14-15_bundesliga,Alexander Madlung,22,1343,4,1.56781611032784,0,0.01050084549933672,16,1,5,0,D S,Eintracht Frankfurt,4,1.56781611032784,1.700143680907786,1.635790815576911,4273,0,1,0,1,0
4296_14-15_bundesliga,Moritz Stoppelkamp,27,2182,4,5.591954436153173,2,4.070897323079406,66,43,5,0,F M S,Paderborn,4,5.591954436153173,10.249943709000943,2.7220479641109705,4296,0,1,1,0,1
32_14-15_bundesliga,Valentin Stocker,26,1863,3,3.0133249126374717,4,2.9926083739846945,35,28,6,0,F M S,Hertha Berlin,3,3.0133249126374717,6.678481644950807,2.245112214237452,32,0,1,1,0,1
40_14-15_bundesliga,Stefan Bell,31,2790,3,2.4881675438955426,1,1.2730389516800642,23,6,2,0,D,Mainz 05,3,2.4881675438955426,5.954137539491057,5.004367301240563,40,0,0,0,1,0
64_14-15_bundesliga,Filip Kostic,28,1511,3,3.3815040467306967,5,7.31762577034533,47,37,5,0,M S,VfB Stuttgart,3,3.3815040467306967,10.179650569334628,4.7191659193485975,64,0,1,1,0,0
65_14-15_bundesliga,Timo Werner,32,1620,3,2.5709809157997365,1,1.521005216985941,30,15,1,0,F M S,VfB Stuttgart,3,2.5709809157997365,5.0997838247567415,1.5179486507549882,65,0,1,1,0,1
110_14-15_bundesliga,Theodor Gebre Selassie,26,2276,3,2.9811023287475114,1,1.0419331658631563,18,19,0,0,D S,Werder Bremen,3,2.9811023287475114,3.510485094040632,2.8985945051535964,110,0,1,0,1,0
135_14-15_bundesliga,Yuya Osako,28,1519,3,4.085699204355478,3,1.681980574503541,31,12,1,0,F M S,FC Cologne,3,4.085699204355478,7.656344007700683,2.906653773970902,135,0,1,1,0,1
176_14-15_bundesliga,Sven Schipplock,25,797,3,3.403442271053791,0,0.913916254416108,27,8,4,0,F S,Hoffenheim,3,3.403442271053791,4.798732305876912,1.9063591565936804,176,0,1,0,0,1
179_14-15_bundesliga,Zoltán Stieber,25,1530,3,2.887256526388228,2,1.940933233126998,33,31,1,0,F M S,Hamburger SV,3,2.887256526388228,5.791962029412389,1.918559970334172,179,0,1,1,0,1
275_14-15_bundesliga,Tim Matavz,16,509,3,1.5708885788917542,1,0.30335624516010284,17,4,0,0,F S,Augsburg,3,1.5708885788917542,1.894047351554036,0.16855072602629662,275,0,1,0,0,1
280_14-15_bundesliga,Halil Altintop,31,2485,3,3.8771482314914474,4,5.7025832533836365,37,51,1,0,F M S,Augsburg,3,3.8771482314914474,12.626767199486494,5.255558796226978,280,0,1,1,0,1
289_14-15_bundesliga,Marc Stendera,26,1855,3,1.2421202408149838,5,3.057875107973814,24,31,6,0,F M S,Eintracht Frankfurt,3,1.2421202408149838,7.387054316699505,4.957601182162762,289,0,1,1,0,1
314_14-15_bundesliga,Ilkay Gündogan,23,1913,3,2.2297320486977696,4,3.2291626166552305,40,28,2,0,M S,Borussia Dortmund,3,2.2297320486977696,12.495797311887145,9.189232844859363,314,0,1,1,0,0
317_14-15_bundesliga,Henrikh Mkhitaryan,28,1919,3,5.736274187453091,4,6.632584829814732,69,45,4,0,M S,Borussia Dortmund,3,5.736274187453091,14.594515852630137,6.200586562976241,317,0,1,1,0,0
320_14-15_bundesliga,Jonas Hofmann,12,638,3,2.3375843875110154,0,0.3125719726085663,12,4,1,0,F M S,"Borussia Dortmund,Mainz 05",2,1.579807709902525,2.225293271243572,1.0381141323596241,320,0,1,1,0,1
337_14-15_bundesliga,Leroy Sané,13,607,3,2.0758412703871727,0,0.8094684854149818,12,5,1,0,F M S,Schalke 04,3,2.0758412703871727,3.1766006350517277,1.1063842363655567,337,0,1,1,0,1
381_14-15_bundesliga,Ronny,19,933,3,1.5590592743828893,2,1.7796110548079014,22,16,4,0,M S,Hertha Berlin,2,0.8012826079502702,1.7432711524888873,1.0040185712277891,381,0,1,1,0,0
383_14-15_bundesliga,Florian Klein,34,2957,3,2.0656864196062092,2,2.0297867069020867,22,23,2,0,D M S,VfB Stuttgart,2,1.3079097419977188,6.553468042984606,3.58527079410851,383,0,1,1,1,0
386_14-15_bundesliga,Gojko Kacar,13,709,3,1.1441392106935382,0,0.2400255482643843,10,7,4,0,M S,Hamburger SV,3,1.1441392106935382,1.7757610585540533,1.633222471922636,386,0,1,1,0,0
412_14-15_bundesliga,André Hahn,23,1313,3,3.6463513523340234,2,2.538193553686142,37,12,3,0,F M S,Borussia M.Gladbach,3,3.6463513523340234,6.357207288965582,1.1486457232385874,412,0,1,1,0,1
566_14-15_bundesliga,Sebastian Prödl,22,1741,3,2.2482675351202492,1,1.146436020731926,19,4,5,0,D S,Werder Bremen,3,2.2482675351202492,2.6084581622853875,2.021136121824384,566,0,1,0,1,0
1209_14-15_bundesliga,Ciro Immobile,24,953,3,4.783483169972897,1,0.6823710855096579,42,8,1,0,F S,Borussia Dortmund,3,4.0257064551115045,5.215689189732076,1.2569437278434634,1209,0,1,0,0,1
2632_14-15_bundesliga,Elkin Soto,16,409,3,0.9144780673086644,1,0.4070872385054827,9,4,3,0,M S,Mainz 05,3,0.9144780673086644,2.1015294659882784,0.788695580791682,2632,0,1,1,0,0
3477_14-15_bundesliga,Jimmy Briand,29,2076,3,3.355183126404881,6,3.106897532939911,38,25,2,0,F M S,Hannover 96,3,3.355183126404881,8.66225788090378,4.146408742293716,3477,0,1,1,0,1
4262_14-15_bundesliga,Alban Meha,18,1218,3,2.4754861006513242,0,1.4702191948890686,61,21,1,0,M S,Paderborn,2,1.7177094081416726,2.8276686435565352,1.9419664079323409,4262,0,1,1,0,0
4300_14-15_bundesliga,Tranquillo Barnetta,22,1061,3,2.577631358988583,4,1.7110307267867029,19,34,0,0,M S,Schalke 04,3,2.577631358988583,4.416086353361607,1.4193454068154097,4300,0,1,1,0,0
12_14-15_bundesliga,Mario Vrancic,30,2122,2,1.701932200230658,1,4.0425137830898175,22,61,5,0,M S,Paderborn,2,1.701932200230658,6.831635202281178,4.1132658114656815,12,0,1,1,0,0
46_14-15_bundesliga,Jairo Samperio,22,1104,2,0.613917120732367,2,1.5482592172920704,12,10,2,0,F M S,Mainz 05,2,0.613917120732367,3.214032936841249,1.9038777556270359,46,0,1,1,0,1
63_14-15_bundesliga,Alexandru Maxim,25,1413,2,2.650600920431316,6,4.418616056442262,27,44,3,0,M S,VfB Stuttgart,2,2.650600920431316,9.639331144280733,5.058071677573025,63,0,1,1,0,0
93_14-15_bundesliga,Marcelo,34,3060,2,2.0655670026317243,0,0.22455077059566972,21,5,4,0,D,Hannover 96,2,2.0655670026317243,4.7197220250964165,4.522695863619448,93,0,0,0,1,0
96_14-15_bundesliga,Salif Sané,18,1437,2,0.7950182384811342,0,0.4139521364122629,21,8,8,0,D M S,Hannover 96,2,0.7950182384811342,2.95630703587085,2.6312585752457385,96,0,1,1,1,0
111_14-15_bundesliga,Jannik Vestergaard,21,1434,2,1.135067774914205,0,0.0,13,0,3,0,D M S,"Hoffenheim,Werder Bremen",2,1.135067774914205,1.5671746609732509,0.9809637023136021,111,0,1,1,1,0
123_14-15_bundesliga,Assani Lukimya,22,1745,2,1.5051474720239642,2,1.1525075063109398,14,11,1,0,D S,Werder Bremen,2,1.5051474720239642,2.6122744632884856,2.1944235460832715,123,0,1,0,1,0
128_14-15_bundesliga,Pawel Olkowski,27,2113,2,1.3539194166660309,2,2.1174236442893744,22,14,1,1,D M S,FC Cologne,2,1.3539194166660309,5.582961091771722,2.376931522972882,128,0,1,1,1,0
131_14-15_bundesliga,Jonas Hector,33,2970,2,1.0661044791340828,0,1.8659474877640605,20,29,2,0,D M,FC Cologne,2,1.0661044791340828,5.356589471921326,3.861882908269763,131,0,0,1,1,0
152_14-15_bundesliga,Julian Draxler,15,768,2,2.0694434801116586,1,0.6216063015162945,23,11,1,1,M S,Schalke 04,2,2.0694434801116586,3.220121995545924,1.288850391283631,152,0,1,1,0,0
161_14-15_bundesliga,Robin Knoche,27,2295,2,1.6237193774431944,0,1.2113665584474802,10,6,0,0,D S,Wolfsburg,2,1.6237193774431944,5.050019433721901,4.674930965527891,161,0,1,0,1,0
174_14-15_bundesliga,Aaron Hunt,15,413,2,1.129580333828926,0,0.3233285155147314,9,12,1,0,M S,Wolfsburg,2,1.129580333828926,3.555201200768352,2.4915193300694227,174,0,1,1,0,0
187_14-15_bundesliga,Christoph Kramer,30,2509,2,1.0561789385974407,1,2.100831039249897,11,25,6,0,M S,Borussia M.Gladbach,2,1.0561789385974407,10.385727970860898,8.54190022405237,187,0,1,1,0,0
197_14-15_bundesliga,Kyriakos Papadopoulos,14,831,2,1.7860457114875317,1,0.14060376212000847,17,2,5,0,D M S,Bayer Leverkusen,2,1.7860457114875317,0.5450484249740839,0.4862578976899386,197,0,1,1,1,0
202_14-15_bundesliga,Håvard Nordtveit,22,891,2,1.113590558990836,0,0.4645834881812334,12,5,2,1,D M S,Borussia M.Gladbach,2,1.113590558990836,1.830366149544716,1.5911330431699753,202,0,1,1,1,0
204_14-15_bundesliga,Granit Xhaka,30,2641,2,2.166389501653612,1,1.5732764899730682,61,22,10,1,M,Borussia M.Gladbach,2,2.166389501653612,16.471260525286198,14.59677966311574,204,0,0,1,0,0
206_14-15_bundesliga,Oscar Wendt,26,2294,2,0.6815354377031326,1,0.9828232983127236,8,12,4,0,D S,Borussia M.Gladbach,2,0.6815354377031326,10.600961055606604,9.230263900011778,206,0,1,0,1,0
207_14-15_bundesliga,Ibrahima Traoré,24,835,2,1.6418963819742205,1,1.9675849275663493,23,21,3,0,M S,Borussia M.Gladbach,2,1.6418963819742205,5.002992480993272,2.386478209868073,207,0,1,1,0,0
216_14-15_bundesliga,Branimir Hrgota,17,700,2,2.8970679864287376,3,1.5612945891916752,15,12,0,0,F S,Borussia M.Gladbach,2,2.8970679864287376,5.53145233169198,1.8943543285131452,216,0,1,0,0,1
218_14-15_bundesliga,Philipp Lahm,20,1407,2,1.4807118903845549,2,2.106140191666782,13,31,0,0,D M S,Bayern Munich,2,1.4807118903845549,12.28626380302012,9.888142308220267,218,0,1,1,1,0
228_14-15_bundesliga,Sebastian Rode,22,951,2,1.0762819945812223,5,3.7373434640467167,13,24,2,0,D M S,Bayern Munich,2,1.0762819945812223,9.462079297751187,7.126473922282457,228,0,1,1,1,0
230_14-15_bundesliga,Xabi Alonso,26,1977,2,0.8904345193877816,3,2.0211127419024706,20,35,6,0,D M S,Bayern Munich,2,0.8904345193877816,11.908174224197865,11.088522646576166,230,0,1,1,1,0
265_14-15_bundesliga,Ragnar Klavan,34,3060,2,1.5781318163499236,0,0.2177866376005113,16,6,1,0,D,Augsburg,2,1.5781318163499236,4.764019534923137,4.514457442332058,265,0,0,0,1,0
293_14-15_bundesliga,Marco Russ,26,2224,2,2.4000680353492503,3,1.362810667604208,18,11,5,0,D M,Eintracht Frankfurt,2,2.4000680353492503,6.500918052624911,5.246007488574834,293,0,0,1,1,0
312_14-15_bundesliga,Neven Subotic,28,2272,2,1.0892412252724168,0,0.4661989863961935,19,11,9,0,D S,Borussia Dortmund,2,1.0892412252724168,7.769886472262442,7.488763388246298,312,0,1,0,1,0
316_14-15_bundesliga,Gonzalo Castro,22,1781,2,3.1017838204279538,7,4.4722970789298415,30,34,4,0,D M S,Bayer Leverkusen,2,3.1017838204279538,8.896532461978493,3.950016498565674,316,0,1,1,1,0
324_14-15_bundesliga,Adrián Ramos,18,707,2,2.958767514675856,2,1.4531999267637732,19,17,0,0,F S,Borussia Dortmund,2,2.958767514675856,5.211286336183548,1.5184164047241209,324,0,1,0,0,1
332_14-15_bundesliga,Joel Matip,21,1548,2,2.850806036964059,0,0.30573875270783896,17,5,2,1,D S,Schalke 04,2,2.850806036964059,2.4976768400520086,2.0110377855598927,332,0,1,0,1,0
333_14-15_bundesliga,Benedikt Höwedes,28,2487,2,1.5853189453482628,0,1.6977868638932705,11,7,8,0,D,Schalke 04,2,1.5853189453482628,3.870116669684649,3.514450766146183,333,0,0,0,1,0
343_14-15_bundesliga,Pierre-Emile Højbjerg,24,1292,2,1.2763835657387972,3,1.7850673468783498,32,19,5,0,M S,"Augsburg,Bayern Munich",2,1.2763835657387972,3.692747777327895,1.982183588668704,343,0,1,1,0,0
